datum,location_id,pretocnost,day_of_week,dela_prost_dan,month,pretocnost_7d
2024-01-10,0,2,2,False,1,7.428571428571429
2024-01-11,0,3,3,False,1,4.714285714285714
2024-01-12,0,3,4,False,1,4.142857142857143
2024-01-13,0,7,5,False,1,5.0
2024-01-14,0,8,6,False,1,4.571428571428571
2024-01-15,0,0,0,False,1,4.285714285714286
2024-01-16,0,14,1,False,1,5.285714285714286
2024-01-17,0,0,2,False,1,5.0
2024-01-18,0,0,3,False,1,4.571428571428571
2024-01-19,0,0,4,False,1,4.142857142857143
2024-01-20,0,9,5,False,1,4.428571428571429
2024-01-21,0,25,6,False,1,6.857142857142857
2024-01-22,0,0,0,False,1,6.857142857142857
2024-01-23,0,1,1,False,1,5.0
2024-01-24,0,0,2,False,1,5.0
2024-01-25,0,2,3,False,1,5.285714285714286
2024-01-26,0,4,4,False,1,5.857142857142857
2024-01-27,0,4,5,False,1,5.142857142857143
2024-01-28,0,15,6,False,1,3.7142857142857144
2024-01-29,0,0,0,False,1,3.7142857142857144
2024-01-30,0,6,1,False,1,4.428571428571429
2024-01-31,0,0,2,False,1,4.428571428571429
2024-02-01,0,0,3,False,2,4.142857142857143
2024-02-02,0,0,4,False,2,3.5714285714285716
2024-02-03,0,38,5,False,2,8.428571428571429
2024-02-04,0,55,6,False,2,14.142857142857142
2024-02-05,0,0,0,False,2,14.142857142857142
2024-02-06,0,2,1,False,2,13.571428571428571
2024-02-07,0,0,2,False,2,13.571428571428571
2024-02-08,0,0,3,True,2,13.571428571428571
2024-02-09,0,0,4,False,2,13.571428571428571
2024-02-10,0,0,5,False,2,8.142857142857142
2024-02-11,0,0,6,False,2,0.2857142857142857
2024-02-12,0,0,0,False,2,0.2857142857142857
2024-02-13,0,0,1,False,2,0.0
2024-02-14,0,0,2,False,2,0.0
2024-02-15,0,0,3,False,2,0.0
2024-02-16,0,0,4,False,2,0.0
2024-02-17,0,0,5,False,2,0.0
2024-02-18,0,0,6,False,2,0.0
2024-02-19,0,0,0,False,2,0.0
2024-02-20,0,0,1,False,2,0.0
2024-02-21,0,0,2,False,2,0.0
2024-02-22,0,0,3,False,2,0.0
2024-02-23,0,0,4,False,2,0.0
2024-02-24,0,0,5,False,2,0.0
2024-02-25,0,0,6,False,2,0.0
2024-02-26,0,0,0,False,2,0.0
2024-02-27,0,0,1,False,2,0.0
2024-02-28,0,0,2,False,2,0.0
2024-02-29,0,0,3,False,2,0.0
2024-03-01,0,0,4,False,3,0.0
2024-03-02,0,0,5,False,3,0.0
2024-03-03,0,0,6,False,3,0.0
2024-03-04,0,0,0,False,3,0.0
2024-03-05,0,0,1,False,3,0.0
2024-03-06,0,0,2,False,3,0.0
2024-03-07,0,0,3,False,3,0.0
2024-03-08,0,0,4,False,3,0.0
2024-03-09,0,0,5,False,3,0.0
2024-03-10,0,0,6,False,3,0.0
2024-03-11,0,0,0,False,3,0.0
2024-03-12,0,0,1,False,3,0.0
2024-03-13,0,0,2,False,3,0.0
2024-03-14,0,0,3,False,3,0.0
2024-03-15,0,0,4,False,3,0.0
2024-03-16,0,0,5,False,3,0.0
2024-03-17,0,0,6,False,3,0.0
2024-03-18,0,0,0,False,3,0.0
2024-03-19,0,0,1,False,3,0.0
2024-03-20,0,0,2,False,3,0.0
2024-03-21,0,0,3,False,3,0.0
2024-03-22,0,0,4,False,3,0.0
2024-03-23,0,0,5,False,3,0.0
2024-03-24,0,0,6,False,3,0.0
2024-03-25,0,0,0,False,3,0.0
2024-03-26,0,0,1,False,3,0.0
2024-03-27,0,0,2,False,3,0.0
2024-03-28,0,0,3,False,3,0.0
2024-03-29,0,0,4,False,3,0.0
2024-03-30,0,0,5,False,3,0.0
2022-06-27,1,318,0,False,6,318.0
2022-06-28,1,66,1,False,6,192.0
2022-06-29,1,214,2,False,6,199.33333333333334
2022-06-30,1,288,3,False,6,221.5
2022-07-01,1,379,4,False,7,253.0
2022-07-02,1,1147,5,False,7,402.0
2022-07-03,1,1380,6,False,7,541.7142857142857
2022-07-04,1,253,0,False,7,532.4285714285714
2022-07-05,1,95,1,False,7,536.5714285714286
2022-07-06,1,242,2,False,7,540.5714285714286
2022-07-07,1,25,3,False,7,503.0
2022-07-08,1,107,4,False,7,464.14285714285717
2022-07-09,1,1053,5,False,7,450.7142857142857
2022-07-10,1,381,6,False,7,308.0
2022-07-11,1,172,0,False,7,296.42857142857144
2022-07-12,1,170,1,False,7,307.14285714285717
2022-07-13,1,360,2,False,7,324.0
2022-07-14,1,282,3,False,7,360.7142857142857
2022-07-15,1,197,4,False,7,373.57142857142856
2022-07-16,1,730,5,False,7,327.42857142857144
2022-07-17,1,1583,6,False,7,499.14285714285717
2022-07-18,1,339,0,False,7,523.0
2022-07-19,1,466,1,False,7,565.2857142857143
2022-07-20,1,602,2,False,7,599.8571428571429
2022-07-21,1,505,3,False,7,631.7142857142857
2022-07-22,1,477,4,False,7,671.7142857142857
2022-07-23,1,1748,5,False,7,817.1428571428571
2022-07-24,1,1096,6,False,7,747.5714285714286
2022-07-25,1,590,0,False,7,783.4285714285714
2022-07-26,1,71,1,False,7,727.0
2022-07-27,1,628,2,False,7,730.7142857142857
2022-07-28,1,709,3,False,7,759.8571428571429
2022-07-29,1,574,4,False,7,773.7142857142857
2022-07-30,1,153,5,False,7,545.8571428571429
2022-07-31,1,1943,6,False,7,666.8571428571429
2022-08-01,1,404,0,False,8,640.2857142857143
2022-08-02,1,232,1,False,8,663.2857142857143
2022-08-03,1,973,2,False,8,712.5714285714286
2022-08-04,1,837,3,False,8,730.8571428571429
2022-08-05,1,913,4,False,8,779.2857142857143
2022-08-06,1,1160,5,False,8,923.1428571428571
2022-08-07,1,2239,6,False,8,965.4285714285714
2022-08-08,1,250,0,False,8,943.4285714285714
2022-08-09,1,944,1,False,8,1045.142857142857
2022-08-10,1,1092,2,False,8,1062.142857142857
2022-08-11,1,899,3,False,8,1071.0
2022-08-12,1,258,4,False,8,977.4285714285714
2022-08-13,1,135,5,False,8,831.0
2022-08-14,1,3135,6,False,8,959.0
2022-08-15,1,3231,0,True,8,1384.857142857143
2022-08-16,1,441,1,False,8,1313.0
2022-08-17,1,863,2,False,8,1280.2857142857142
2022-08-18,1,755,3,False,8,1259.7142857142858
2022-08-19,1,419,4,False,8,1282.7142857142858
2022-08-20,1,390,5,False,8,1319.142857142857
2022-08-21,1,796,6,False,8,985.0
2022-08-22,1,81,0,False,8,535.0
2022-08-23,1,82,1,False,8,483.7142857142857
2022-08-24,1,588,2,False,8,444.42857142857144
2022-08-25,1,258,3,False,8,373.42857142857144
2022-08-26,1,466,4,False,8,380.14285714285717
2022-08-27,1,789,5,False,8,437.14285714285717
2022-08-28,1,350,6,False,8,373.42857142857144
2022-08-29,1,85,0,False,8,374.0
2022-08-30,1,374,1,False,8,415.7142857142857
2022-08-31,1,159,2,False,8,354.42857142857144
2022-09-01,1,34,3,False,9,322.42857142857144
2022-09-02,1,165,4,False,9,279.42857142857144
2022-09-03,1,1092,5,False,9,322.7142857142857
2022-09-04,1,813,6,False,9,388.85714285714283
2022-09-05,1,115,0,False,9,393.14285714285717
2022-09-06,1,277,1,False,9,379.2857142857143
2022-09-07,1,126,2,False,9,374.57142857142856
2022-09-08,1,363,3,False,9,421.57142857142856
2022-09-09,1,67,4,False,9,407.57142857142856
2022-09-10,1,494,5,False,9,322.14285714285717
2022-09-11,1,400,6,False,9,263.14285714285717
2022-09-12,1,135,0,False,9,266.0
2022-09-13,1,210,1,False,9,256.42857142857144
2022-09-14,1,143,2,False,9,258.85714285714283
2022-09-15,1,12,3,False,9,208.71428571428572
2022-09-16,1,29,4,False,9,203.28571428571428
2022-09-17,1,6,5,False,9,133.57142857142858
2022-09-18,1,536,6,False,9,153.0
2022-09-19,1,126,0,False,9,151.71428571428572
2022-09-20,1,180,1,False,9,147.42857142857142
2022-09-21,1,153,2,False,9,148.85714285714286
2022-09-22,1,271,3,False,9,185.85714285714286
2022-09-23,1,145,4,False,9,202.42857142857142
2022-09-24,1,664,5,False,9,296.42857142857144
2022-09-25,1,5,6,False,9,220.57142857142858
2022-09-26,1,15,0,False,9,204.71428571428572
2022-09-27,1,8,1,False,9,180.14285714285714
2022-09-28,1,81,2,False,9,169.85714285714286
2022-09-29,1,5,3,False,9,131.85714285714286
2022-09-30,1,12,4,False,9,112.85714285714286
2022-10-01,1,142,5,False,10,38.285714285714285
2022-10-02,1,292,6,False,10,79.28571428571429
2022-10-03,1,102,0,False,10,91.71428571428571
2022-10-04,1,109,1,False,10,106.14285714285714
2022-10-05,1,53,2,False,10,102.14285714285714
2022-10-06,1,109,3,False,10,117.0
2022-10-07,1,87,4,False,10,127.71428571428571
2022-10-08,1,1754,5,False,10,358.0
2022-10-09,1,352,6,False,10,366.57142857142856
2022-10-10,1,115,0,False,10,368.42857142857144
2022-10-11,1,72,1,False,10,363.14285714285717
2022-10-12,1,68,2,False,10,365.2857142857143
2022-10-13,1,267,3,False,10,387.85714285714283
2022-10-14,1,105,4,False,10,390.42857142857144
2022-10-15,1,542,5,False,10,217.28571428571428
2022-10-16,1,883,6,False,10,293.14285714285717
2022-10-17,1,57,0,False,10,284.85714285714283
2022-10-18,1,85,1,False,10,286.7142857142857
2022-10-19,1,84,2,False,10,289.0
2022-10-20,1,67,3,False,10,260.42857142857144
2022-10-21,1,111,4,False,10,261.2857142857143
2022-10-22,1,24,5,False,10,187.28571428571428
2022-10-23,1,352,6,False,10,111.42857142857143
2022-10-24,1,101,0,False,10,117.71428571428571
2022-10-25,1,4,1,False,10,106.14285714285714
2022-10-26,1,46,2,False,10,100.71428571428571
2022-10-27,1,66,3,False,10,100.57142857142857
2022-10-28,1,103,4,False,10,99.42857142857143
2022-10-29,1,776,5,False,10,206.85714285714286
2022-10-30,1,1817,6,False,10,416.14285714285717
2022-10-31,1,1766,0,True,10,654.0
2022-11-01,1,852,1,True,11,775.1428571428571
2022-11-02,1,203,2,False,11,797.5714285714286
2022-11-03,1,174,3,False,11,813.0
2022-11-04,1,2,4,False,11,798.5714285714286
2022-11-05,1,183,5,False,11,713.8571428571429
2022-11-06,1,273,6,False,11,493.2857142857143
2022-11-07,1,104,0,False,11,255.85714285714286
2022-11-08,1,32,1,False,11,138.71428571428572
2022-11-09,1,21,2,False,11,112.71428571428571
2022-11-10,1,3,3,False,11,88.28571428571429
2022-11-11,1,26,4,False,11,91.71428571428571
2022-11-12,1,201,5,False,11,94.28571428571429
2022-11-13,1,229,6,False,11,88.0
2022-11-14,1,86,0,False,11,85.42857142857143
2022-11-15,1,26,1,False,11,84.57142857142857
2022-11-16,1,7,2,False,11,82.57142857142857
2022-11-17,1,19,3,False,11,84.85714285714286
2022-11-18,1,25,4,False,11,84.71428571428571
2022-11-19,1,47,5,False,11,62.714285714285715
2022-11-20,1,26,6,False,11,33.714285714285715
2022-11-21,1,16,0,False,11,23.714285714285715
2022-11-22,1,1922,1,False,11,294.57142857142856
2022-11-23,1,721,2,False,11,396.57142857142856
2022-11-24,1,288,3,False,11,435.0
2022-11-25,1,0,4,False,11,431.42857142857144
2022-11-26,1,23,5,False,11,428.0
2022-11-27,1,59,6,False,11,432.7142857142857
2022-11-28,1,10,0,False,11,431.85714285714283
2022-11-29,1,0,1,False,11,157.28571428571428
2022-11-30,1,49,2,False,11,61.285714285714285
2022-12-01,1,1275,3,False,12,202.28571428571428
2022-12-02,1,25,4,False,12,205.85714285714286
2022-12-03,1,51,5,False,12,209.85714285714286
2022-12-04,1,31,6,False,12,205.85714285714286
2022-12-05,1,0,0,False,12,204.42857142857142
2022-12-06,1,5,1,False,12,205.14285714285714
2022-12-07,1,4,2,False,12,198.71428571428572
2022-12-08,1,1801,3,False,12,273.85714285714283
2022-12-09,1,1613,4,False,12,500.7142857142857
2022-12-10,1,8,5,False,12,494.57142857142856
2022-12-11,1,148,6,False,12,511.2857142857143
2022-12-12,1,18,0,False,12,513.8571428571429
2022-12-13,1,11,1,False,12,514.7142857142857
2022-12-14,1,2,2,False,12,514.4285714285714
2022-12-15,1,30,3,False,12,261.42857142857144
2022-12-16,1,0,4,False,12,31.0
2022-12-17,1,18,5,False,12,32.42857142857143
2022-12-18,1,61,6,False,12,20.0
2022-12-19,1,3,0,False,12,17.857142857142858
2022-12-20,1,6,1,False,12,17.142857142857142
2022-12-21,1,10,2,False,12,18.285714285714285
2022-12-22,1,4,3,False,12,14.571428571428571
2022-12-23,1,7,4,False,12,15.571428571428571
2022-12-24,1,17,5,False,12,15.428571428571429
2022-12-25,1,58,6,True,12,15.0
2022-12-26,1,125,0,True,12,32.42857142857143
2022-12-27,1,16,1,False,12,33.857142857142854
2022-12-28,1,48,2,False,12,39.285714285714285
2022-12-29,1,39,3,False,12,44.285714285714285
2022-12-30,1,16,4,False,12,45.57142857142857
2022-12-31,1,114,5,False,12,59.42857142857143
2023-01-01,1,109,6,True,1,66.71428571428571
2023-01-02,1,202,0,True,1,77.71428571428571
2023-01-03,1,11,1,False,1,77.0
2023-01-04,1,19,2,False,1,72.85714285714286
2023-01-05,1,42,3,False,1,73.28571428571429
2023-01-06,1,49,4,False,1,78.0
2023-01-07,1,192,5,False,1,89.14285714285714
2023-01-08,1,109,6,False,1,89.14285714285714
2023-01-09,1,0,0,False,1,60.285714285714285
2023-01-10,1,0,1,False,1,58.714285714285715
2023-01-11,1,0,2,False,1,56.0
2023-01-12,1,2,3,False,1,50.285714285714285
2023-01-13,1,0,4,False,1,43.285714285714285
2023-01-14,1,69,5,False,1,25.714285714285715
2023-01-15,1,53,6,False,1,17.714285714285715
2023-01-16,1,267,0,False,1,55.857142857142854
2023-01-17,1,0,1,False,1,55.857142857142854
2023-01-18,1,106,2,False,1,71.0
2023-01-19,1,0,3,False,1,70.71428571428571
2023-01-20,1,0,4,False,1,70.71428571428571
2023-01-21,1,3,5,False,1,61.285714285714285
2023-01-22,1,0,6,False,1,53.714285714285715
2023-01-23,1,0,0,False,1,15.571428571428571
2023-01-24,1,0,1,False,1,15.571428571428571
2023-01-25,1,0,2,False,1,0.42857142857142855
2023-01-26,1,0,3,False,1,0.42857142857142855
2023-01-27,1,0,4,False,1,0.42857142857142855
2023-01-28,1,0,5,False,1,0.0
2023-01-29,1,0,6,False,1,0.0
2023-01-30,1,2,0,False,1,0.2857142857142857
2023-01-31,1,0,1,False,1,0.2857142857142857
2023-02-01,1,0,2,False,2,0.2857142857142857
2023-02-02,1,32,3,False,2,4.857142857142857
2023-02-03,1,1,4,False,2,5.0
2023-02-04,1,24,5,False,2,8.428571428571429
2023-02-05,1,48,6,False,2,15.285714285714286
2023-02-06,1,21,0,False,2,18.0
2023-02-07,1,2,1,False,2,18.285714285714285
2023-02-08,1,27,2,True,2,22.142857142857142
2023-02-09,1,29,3,False,2,21.714285714285715
2023-02-10,1,6,4,False,2,22.428571428571427
2023-02-11,1,34,5,False,2,23.857142857142858
2023-02-12,1,13,6,False,2,18.857142857142858
2023-02-13,1,3,0,False,2,16.285714285714285
2023-02-14,1,18,1,False,2,18.571428571428573
2023-02-15,1,0,2,False,2,14.714285714285714
2023-02-16,1,0,3,False,2,10.571428571428571
2023-02-17,1,3,4,False,2,10.142857142857142
2023-02-18,1,0,5,False,2,5.285714285714286
2023-02-19,1,9,6,False,2,4.714285714285714
2023-02-20,1,3,0,False,2,4.714285714285714
2023-02-21,1,0,1,False,2,2.142857142857143
2023-02-22,1,0,2,False,2,2.142857142857143
2023-02-23,1,1,3,False,2,2.2857142857142856
2023-02-24,1,41,4,False,2,7.714285714285714
2023-02-25,1,63,5,False,2,16.714285714285715
2023-02-26,1,3,6,False,2,15.857142857142858
2023-02-27,1,8,0,False,2,16.571428571428573
2023-02-28,1,0,1,False,2,16.571428571428573
2023-03-01,1,96,2,False,3,30.285714285714285
2023-03-02,1,0,3,False,3,30.142857142857142
2023-03-03,1,2,4,False,3,24.571428571428573
2023-03-04,1,0,5,False,3,15.571428571428571
2023-03-05,1,0,6,False,3,15.142857142857142
2023-03-06,1,1,0,False,3,14.142857142857142
2023-03-07,1,7431,1,False,3,1075.7142857142858
2023-03-08,1,1083,2,False,3,1216.7142857142858
2023-03-09,1,69,3,False,3,1226.5714285714287
2023-03-10,1,5,4,False,3,1227.0
2023-03-11,1,0,5,False,3,1227.0
2023-03-12,1,2,6,False,3,1227.2857142857142
2023-03-13,1,24,0,False,3,1230.5714285714287
2023-03-14,1,120,1,False,3,186.14285714285714
2023-03-15,1,0,2,False,3,31.428571428571427
2023-03-16,1,0,3,False,3,21.571428571428573
2023-03-17,1,2,4,False,3,21.142857142857142
2023-03-18,1,0,5,False,3,21.142857142857142
2023-03-19,1,9,6,False,3,22.142857142857142
2023-03-20,1,0,0,False,3,18.714285714285715
2023-03-21,1,0,1,False,3,1.5714285714285714
2023-03-22,1,1,2,False,3,1.7142857142857142
2023-03-23,1,4,3,False,3,2.2857142857142856
2023-03-27,1,45,0,False,3,8.428571428571429
2023-03-28,1,2,1,False,3,8.714285714285714
2023-03-29,1,0,2,False,3,7.428571428571429
2023-03-30,1,1,3,False,3,7.571428571428571
2023-03-31,1,0,4,False,3,7.571428571428571
2023-04-01,1,3,5,False,4,7.857142857142857
2023-04-02,1,9,6,False,4,8.571428571428571
2023-04-03,1,4,0,False,4,2.7142857142857144
2023-04-04,1,3,1,False,4,2.857142857142857
2023-04-05,1,0,2,False,4,2.857142857142857
2023-04-06,1,3,3,False,4,3.142857142857143
2023-04-07,1,11,4,False,4,4.714285714285714
2023-04-08,1,0,5,False,4,4.285714285714286
2023-04-09,1,482,6,True,4,71.85714285714286
2023-04-10,1,74,0,True,4,81.85714285714286
2023-04-11,1,6,1,False,4,82.28571428571429
2023-04-12,1,3,2,False,4,82.71428571428571
2023-04-13,1,34,3,False,4,87.14285714285714
2023-04-14,1,5,4,False,4,86.28571428571429
2023-04-15,1,0,5,False,4,86.28571428571429
2023-04-16,1,0,6,False,4,17.428571428571427
2023-04-17,1,150,0,False,4,28.285714285714285
2023-04-18,1,0,1,False,4,27.428571428571427
2023-04-19,1,0,2,False,4,27.0
2023-04-20,1,0,3,False,4,22.142857142857142
2023-04-21,1,0,4,False,4,21.428571428571427
2023-04-22,1,2,5,False,4,21.714285714285715
2023-04-23,1,24,6,False,4,25.142857142857142
2023-04-24,1,292,0,False,4,45.42857142857143
2023-04-25,1,2,1,False,4,45.714285714285715
2023-04-26,1,5,2,False,4,46.42857142857143
2023-04-27,1,89,3,True,4,59.142857142857146
2023-04-28,1,60,4,False,4,67.71428571428571
2023-04-29,1,93,5,False,4,80.71428571428571
2023-04-30,1,214,6,False,4,107.85714285714286
2023-05-01,1,150,0,True,5,87.57142857142857
2023-05-02,1,0,1,True,5,87.28571428571429
2023-05-03,1,30,2,False,5,90.85714285714286
2023-05-04,1,27,3,False,5,82.0
2023-05-05,1,88,4,False,5,86.0
2023-05-06,1,82,5,False,5,84.42857142857143
2023-05-07,1,45,6,False,5,60.285714285714285
2023-05-08,1,3,0,False,5,39.285714285714285
2023-05-09,1,10,1,False,5,40.714285714285715
2023-05-10,1,10,2,False,5,37.857142857142854
2023-05-11,1,0,3,False,5,34.0
2023-05-12,1,3,4,False,5,21.857142857142858
2023-05-13,1,41,5,False,5,16.0
2023-05-14,1,8,6,False,5,10.714285714285714
2023-05-15,1,26,0,False,5,14.0
2023-05-16,1,0,1,False,5,12.571428571428571
2023-05-17,1,0,2,False,5,11.142857142857142
2023-05-18,1,18,3,False,5,13.714285714285714
2023-05-19,1,79,4,False,5,24.571428571428573
2023-05-20,1,114,5,False,5,35.0
2023-05-21,1,461,6,False,5,99.71428571428571
2023-05-22,1,31,0,False,5,100.42857142857143
2023-05-23,1,100,1,False,5,114.71428571428571
2023-05-24,1,3,2,False,5,115.14285714285714
2023-05-25,1,105,3,False,5,127.57142857142857
2023-05-26,1,98,4,False,5,130.28571428571428
2023-05-27,1,526,5,False,5,189.14285714285714
2023-05-28,1,609,6,True,5,210.28571428571428
2023-05-29,1,43,0,False,5,212.0
2023-05-30,1,399,1,False,5,254.71428571428572
2023-05-31,1,129,2,False,5,272.7142857142857
2023-06-01,1,45,3,False,6,264.14285714285717
2023-06-02,1,73,4,False,6,260.57142857142856
2023-06-03,1,407,5,False,6,243.57142857142858
2023-06-04,1,230,6,False,6,189.42857142857142
2023-06-05,1,4,0,False,6,183.85714285714286
2023-06-06,1,20,1,False,6,129.71428571428572
2023-06-07,1,45,2,False,6,117.71428571428571
2023-06-08,1,172,3,False,6,135.85714285714286
2023-06-09,1,168,4,False,6,149.42857142857142
2023-06-10,1,202,5,False,6,120.14285714285714
2023-06-11,1,63,6,False,6,96.28571428571429
2023-06-12,1,226,0,False,6,128.0
2023-06-13,1,162,1,False,6,148.28571428571428
2023-06-14,1,215,2,False,6,172.57142857142858
2023-06-15,1,251,3,False,6,183.85714285714286
2023-06-16,1,35,4,False,6,164.85714285714286
2023-06-17,1,254,5,False,6,172.28571428571428
2023-06-18,1,621,6,False,6,252.0
2023-06-19,1,75,0,False,6,230.42857142857142
2023-06-20,1,184,1,False,6,233.57142857142858
2023-06-21,1,176,2,False,6,228.0
2023-06-22,1,370,3,False,6,245.0
2023-06-23,1,102,4,False,6,254.57142857142858
2023-06-24,1,436,5,False,6,280.57142857142856
2023-06-25,1,1113,6,True,6,350.85714285714283
2023-06-26,1,217,0,False,6,371.14285714285717
2023-06-27,1,186,1,False,6,371.42857142857144
2023-06-28,1,275,2,False,6,385.57142857142856
2023-06-29,1,379,3,False,6,386.85714285714283
2023-06-30,1,355,4,False,6,423.0
2023-07-01,1,75,5,False,7,371.42857142857144
2023-07-02,1,773,6,False,7,322.85714285714283
2023-07-03,1,12,0,False,7,293.57142857142856
2023-07-04,1,198,1,False,7,295.2857142857143
2023-07-05,1,259,2,False,7,293.0
2023-07-06,1,40,3,False,7,244.57142857142858
2023-07-07,1,218,4,False,7,225.0
2023-07-08,1,1057,5,False,7,365.2857142857143
2023-07-09,1,1269,6,False,7,436.14285714285717
2023-07-10,1,320,0,False,7,480.14285714285717
2023-07-11,1,301,1,False,7,494.85714285714283
2023-07-12,1,239,2,False,7,492.0
2023-07-13,1,60,3,False,7,494.85714285714283
2023-07-14,1,260,4,False,7,500.85714285714283
2023-07-15,1,1245,5,False,7,527.7142857142857
2023-07-16,1,1533,6,False,7,565.4285714285714
2023-07-17,1,276,0,False,7,559.1428571428571
2023-07-18,1,366,1,False,7,568.4285714285714
2023-07-19,1,186,2,False,7,560.8571428571429
2023-07-20,1,112,3,False,7,568.2857142857143
2023-07-21,1,50,4,False,7,538.2857142857143
2023-07-22,1,214,5,False,7,391.0
2023-07-23,1,1127,6,False,7,333.0
2023-07-24,1,432,0,False,7,355.2857142857143
2023-07-25,1,5,1,False,7,303.7142857142857
2023-07-26,1,34,2,False,7,282.0
2023-07-27,1,268,3,False,7,304.2857142857143
2023-07-28,1,277,4,False,7,336.7142857142857
2023-07-29,1,456,5,False,7,371.2857142857143
2023-07-30,1,99,6,False,7,224.42857142857142
2023-07-31,1,121,0,False,7,180.0
2023-08-01,1,138,1,False,8,199.0
2023-08-02,1,362,2,False,8,245.85714285714286
2023-08-03,1,116,3,False,8,224.14285714285714
2023-08-04,1,3,4,False,8,185.0
2023-08-05,1,3,5,False,8,120.28571428571429
2023-08-06,1,9,6,False,8,107.42857142857143
2023-08-07,1,68,0,False,8,99.85714285714286
2023-08-08,1,214,1,False,8,110.71428571428571
2023-08-09,1,111,2,False,8,74.85714285714286
2023-08-10,1,117,3,False,8,75.0
2023-08-11,1,230,4,False,8,107.42857142857143
2023-08-12,1,630,5,False,8,197.0
2023-08-13,1,1009,6,False,8,339.85714285714283
2023-08-14,1,634,0,False,8,420.7142857142857
2023-08-15,1,1328,1,True,8,579.8571428571429
2023-08-16,1,76,2,False,8,574.8571428571429
2023-08-17,1,103,3,False,8,572.8571428571429
2023-08-18,1,80,4,False,8,551.4285714285714
2023-08-19,1,533,5,False,8,537.5714285714286
2023-08-20,1,790,6,False,8,506.2857142857143
2023-08-21,1,136,0,False,8,435.14285714285717
2023-08-22,1,194,1,False,8,273.14285714285717
2023-08-23,1,134,2,False,8,281.42857142857144
2023-08-24,1,211,3,False,8,296.85714285714283
2023-08-25,1,324,4,False,8,331.7142857142857
2023-08-26,1,950,5,False,8,391.2857142857143
2023-08-27,1,1181,6,False,8,447.14285714285717
2023-08-28,1,24,0,False,8,431.14285714285717
2023-08-29,1,3,1,False,8,403.85714285714283
2023-08-30,1,16,2,False,8,387.0
2023-08-31,1,109,3,False,8,372.42857142857144
2023-09-01,1,91,4,False,9,339.14285714285717
2023-09-02,1,657,5,False,9,297.2857142857143
2023-09-03,1,293,6,False,9,170.42857142857142
2023-09-04,1,49,0,False,9,174.0
2023-09-05,1,46,1,False,9,180.14285714285714
2023-09-06,1,116,2,False,9,194.42857142857142
2023-09-07,1,234,3,False,9,212.28571428571428
2023-09-08,1,78,4,False,9,210.42857142857142
2023-09-09,1,515,5,False,9,190.14285714285714
2023-09-10,1,554,6,False,9,227.42857142857142
2023-09-11,1,77,0,False,9,231.42857142857142
2023-09-12,1,101,1,False,9,239.28571428571428
2023-09-13,1,83,2,False,9,234.57142857142858
2023-09-14,1,7,3,False,9,202.14285714285714
2023-09-15,1,64,4,False,9,200.14285714285714
2023-09-16,1,460,5,False,9,192.28571428571428
2023-09-17,1,671,6,False,9,209.0
2023-09-18,1,88,0,False,9,210.57142857142858
2023-09-19,1,16,1,False,9,198.42857142857142
2023-09-20,1,54,2,False,9,194.28571428571428
2023-09-21,1,106,3,False,9,208.42857142857142
2023-09-22,1,39,4,False,9,204.85714285714286
2023-09-23,1,0,5,False,9,139.14285714285714
2023-09-24,1,11,6,False,9,44.857142857142854
2023-09-25,1,12,0,False,9,34.0
2023-09-26,1,42,1,False,9,37.714285714285715
2023-09-27,1,70,2,False,9,40.0
2023-09-28,1,56,3,False,9,32.857142857142854
2023-09-29,1,98,4,False,9,41.285714285714285
2023-09-30,1,380,5,False,9,95.57142857142857
2023-10-01,1,420,6,False,10,154.0
2023-10-02,1,22,0,False,10,155.42857142857142
2023-10-03,1,60,1,False,10,158.0
2023-10-04,1,0,2,False,10,148.0
2023-10-05,1,34,3,False,10,144.85714285714286
2023-10-06,1,37,4,False,10,136.14285714285714
2023-10-07,1,568,5,False,10,163.0
2023-10-08,1,611,6,False,10,190.28571428571428
2023-10-09,1,35,0,False,10,192.14285714285714
2023-10-10,1,14,1,False,10,185.57142857142858
2023-10-11,1,40,2,False,10,191.28571428571428
2023-10-12,1,35,3,False,10,191.42857142857142
2023-10-13,1,121,4,False,10,203.42857142857142
2023-10-14,1,492,5,False,10,192.57142857142858
2023-10-15,1,0,6,False,10,105.28571428571429
2023-10-16,1,4,0,False,10,100.85714285714286
2023-10-17,1,3,1,False,10,99.28571428571429
2023-10-18,1,11,2,False,10,95.14285714285714
2023-10-19,1,0,3,False,10,90.14285714285714
2023-10-20,1,11,4,False,10,74.42857142857143
2023-10-21,1,275,5,False,10,43.42857142857143
2023-10-22,1,605,6,False,10,129.85714285714286
2023-10-23,1,324,0,False,10,175.57142857142858
2023-10-24,1,575,1,False,10,257.2857142857143
2023-10-25,1,75,2,False,10,266.42857142857144
2023-10-26,1,218,3,False,10,297.57142857142856
2023-10-27,1,665,4,False,10,391.0
2023-10-28,1,78,5,False,10,362.85714285714283
2023-10-29,1,5561,6,False,10,1070.857142857143
2023-10-30,1,2259,0,False,10,1347.2857142857142
2023-10-31,1,536,1,True,10,1341.7142857142858
2023-11-01,1,558,2,True,11,1410.7142857142858
2023-11-02,1,2409,3,False,11,1723.7142857142858
2023-11-03,1,540,4,False,11,1705.857142857143
2023-11-04,1,2209,5,False,11,2010.2857142857142
2023-11-05,1,223,6,False,11,1247.7142857142858
